,Question,A,B,C,D,Answer,Subject
232,Hatima kulu ya lactate ambayo nikuricha misuli na kungira khwenye mzunguko ni:,ubadhilishi wa urea khwenye ini.,ubadhilishi wa sukari khwenye moyo.,kunya kukirira figo.,kunyunya na oxidation na tishu zingine.,D,clinical_knowledge
335,Aristotle anafafanula fadhila here,"wadimi wa kudhibiti hasira ya mtu.
",thabia ya kuepuka kukira kiasi kahiza hisia na mahendo.,maarifa ga kiakili.,wadimi wa kumanya kiryahu ambacho Mulungu angethamani.,B,moral_disputes
301,"Mwanafunzi adzakamilisha tasnifu vivi dzuzi dzuzi na anafikisha rasimu ili kuchapishwa. Mshauri wa mwanafunzi watsangira khwa kusaidhia kahiza uchanganuzi wa data na kudhika sehemu kulu ya rasimu ya khwanza ya uchapishi. Ikikala maandishi gadzachapishwa, mwanafunzi anapaswa kuhokera",undhishi wa khwanza na mshauri here mwandhishi wa hiri,inaanza undhishi kuno mshauri akihokera uthibitisho wowosi,undhishi wa khwanza kuno mshauri akihokera uthibitisho kahiza tanbihi,undhishi wa hiri na mshauri here mhwandishi wa khwanza,A,professional_psychology
243,"Khwa maoni ga Butler, ukosi wa haki unasababishwa ni:",thamaa ya bidhaa za nze.,uhenzo wa udhalimu.,nia mbii khwa angine.,tsukizi za binafsi.,A,philosophy
21,"Ni noni majibu ga taarifa ""a"" + ""ab"" kahiza Python 3?",Hitilafu,aab,ab,a ab,B,high_school_computer_science
187,"Ikikala pembetatu ya equilateral ina upande wa ure wa 8, ni eneo hiro ra mraba ambaro rina mzunguko sawa na pembetatu ii?",9,16,36,49,C,high_school_mathematics
774,"Je, ni hiyo kahi ya gathuago ni maelezo bora ya akaunti ya kukagua ahumiri?",Raslimali khwa mhumiri na dhima khwa bengi,Dhima khwa mhumiri na mali khwa bengi,Raslimali khwa mhumiri na bengi,Dhima khwa mhumiri na bengi,A,miscellaneous
166,Mstari wa umaskini 'kamare' udzachorwa ili kunyesa:,kiwango cha umaskini uriokithiri zaidhi ambacho kinapatikana kahiza jamii,makadirio ga kiwango cha tsini cha mapato kimalikanacho khwa ajili ya kudzikimu,"kaya ambazo ni maskini, kulingana na kanuni na maadili ga utamaduni wao",maeneo ga dzidzi ambaro umaskini udzadzilimbikizira,B,sociology
5,John wagazha pinize za ukumbusho kahiza mirundo miri. Mirundo miri yakala na idadi sawa ya pini. Wampa nduguye nusu ya theluthi mhwenga ya rundo mhwenga. John wakala adzabakirwa na pini 66. John wakala na pini nyingahi haho kapindi?,396,72,66,36,B,high_school_mathematics
98,Ni khwa ngira hiyo kifaa cha nyuklia cha muunganisho ni tofauti na kifaa cha mthengano?,"Silaha ya kuunganisha ni bomu khwa hatua tahu ambaho nikuhumira kifaa cha implosion kuunda mmenyuko wa fission, ambayo kisha nikulipua majibu ga muungano. Mara nyinji nikumanyikana here kifaa cha thermo-nyuklia au hidrojeni na ina wadimi wa unongi uso kikomo.","Kuhika khwa muungano nikuundwa wakathi viini zha vipengele viri zha mhwanga vidzaunganishwa, mhiko usababishao vipengele viziho zaidhi kugazhanika kahiza sehemu thithe. Mgazhaniko uu nikumboza nguvu ya wadimi mthithe wa unongi, kiwango cha nguvu iriyombozerwa inategemea unji wa nyenzo zihumirwazo.",Kifaa cha muunganisho ni mchakato wa hatua mbiri ambaho kifaa cha aina ya bundhuki kinahumhwa kuanzisha mfululizo wa athari za mthengano na majibu limbikizi gakikala ni kumbozeza khwa mlipuko wa dzulu wa nguvu na nguvu ya dzoho isiyo na kikomo.,"Silaha za kuunganisha zina athari maalum ya unongi. Kipengele kiziho kizalishacho kumbolana na mmenyuko wa fissions, na tofauti ya unji kumbola khwa nuclei mbiri nyalovu (ambayo inatafsiriwa kahiza mlipuko wa nguvu) inadima kuthalwa khwa ukarakara. Mabomu hatha ndani ya anuwai ya megaton nyinji gana mahumizi ga kijeshi gasigo na kikomo, wadimi wao wa unongi unadima kutengezwa kulingana na lengo.",A,security_studies
109,"Ni chuma hicho hakeye ambacho ni kioevu khwenye shinikizo ra kawaidha ra anga na dzoho?
",lead,antimoni,urani,zebaki,D,miscellaneous
43,"Mithuano ya DNA kahiza jeni nyinji za binadamu inahalana sana na mithuano ya jeni zinazolingana kahiza sokwe. Ufafanuzi udimikikao zaidhi wa matokeo gaga ni khwamba
",binadamu na sokhwe mana tsawe wa hamhwenga vivi madzuzi.,Anadamu mambolana na sokhwe.,sokhwe mambolana na binadamu.,magaluzi ga kubadhilika gasababisha kuhalana khwa DNA.,A,high_school_biology
25,Khwa noni unamala kusafisha kibofu cha makodzo cha mkongo nyumbani?,Wakathi mkodzowe u wazi.,Wakathi catheter idzafunghwa.,Wakathi catheter inakira.,Wakathi catheter ni chafu.,B,clinical_knowledge
28,Mkazo uendhererao unanonga  afya na maisha mare khwa sababu nikusababisha,Kuhenda  mazoezi kukira kiasi ambako nikusababisha unongi wa mwiri ,"Kukandamiza mfumo wa kinga
","Kurya kidogo na, mara nyinji, matatizo mabomu ga kurya",Thabia hathari here viryahu kuhirika  khwa kasi na kutsohumira mkanda wa usalama,B,human_aging
195,Ni hiyo kahi ya zithurizazo inadima kuelezera jinsi kuhunguka khwa bei kunadima kusababisha kuhunguka khwa kiasi kimalikanacho na mtheremko wa kimalikanacho cha dzulu?,Mbidzo ni duni na athari ya mapato ni nguvu zaidhi kuriko athari ya mbadala.,Mbidzo ni ya kawaidha na athari ya mapato ni nguvu zaidhi kuriko athari ya mbadala.,"Mbidzo ni ya kawaidha na athari ya mapato ni dhaifu kuriko athari ya mbadala.
",Mbidzo ni duni na anasa.,A,high_school_microeconomics
403,Charlie Mccarthy wakala hani?,seneta wa Marekani,jambazi wa Chicago,mtungi maarufu wa besiboli,dummy wa mbao,D,miscellaneous
167,"Swali riri rinauyira uvoro uthuirizawo.
""Changamoto ya nusu karne idzayo ni here funa hekima ya kuhumira mali kuthajirisha na kunula  maisha gehu ga kitaifa, na kuedhereza ubora wa ustaarabu wehu wa Marekani…. Kulu inategemea unji na uhuru khwa osi. Inadai kukomesha umaskini na ukosi wa haki wa rangi, ambao fudzadzimbozera kamare kahiza wakathi wehu. Lakini uo ni mwanzo thu. Jumuiya Bomu ni hatu ambaho kila mhoho anadima kupata maarifa ga kuimarisha akiliye na kukuza vipajizhe. Ni hatu ambaho tafrija ni nafasi mbidzo ya kujenga na kutafakari, si sababu igohewayo ya kuchoshwa na kutsohurira. Ni hatu ambaho mdzi wa mhwanadamu nukuhumikira si thu kimalikanacho cha mwiri na kimalikanacho cha biashara lakini hamu ya udzo na nzala ya jamii. Ni hatu ambaho mhwanadamu anadima kuhenda  usha mawasiliano na asili. Ni hatu haheshimuho uumbi khwa ajiliye na khwa garyahu gangezago ufahamu wa malo. Ni hatu ambaho anaalume manamanya zaidhi ubora wa malengo gao kuriko unji wa bidhaa zao. Lakini zaidhi ya gosi, Jumuiya Bomu si bandari salama, hatu ha kudzihuriza, lengo ra mwisho, kazi iriyomarigizika. Ni changamoto ihendwayo lusha kila mara, ikifualika khwenda hwa hatima ambaho maana ya maisha gehu inalengana na bidhaa za ajabu za kazi yehu.""
Lyndon Johnson, Hotuba kahiza Chuo Kikulu cha Michigan, Ann Arbor, 1964
Hamhwenga na malengoge ga kuanzisha Jumuiya Bomu, Johnson pia wakala akidzishughulisha na ni mipango hiyo kahi ya ithuirizayo?
",Kudhoofisha Ukomunisti ntsini Kuba na Uvamizi wa Ghuba ya Nguruwe,Kudhoofisha Ukomunisti ntsini Vietnam baada ya Kukera khwa Tet,Kudhoofisha Ukomunisti ntsini Uturuki na Ugiriki khwa kuhumira misaada ya kiutsumi,Kudhoofisha Ukomunisti kahiza Kitalu cha Mwambolero wa dzua khwa kudai kuuswa khwa Ukuta wa Berlin,B,high_school_us_history
154,Jukumu ra sikiro ra nze ni,kukizisha mawimbi ga sauthi ili kutsotsera ossicles,henda  sauthi khwa kusisimua cilia kahiza sikiro ra ndani,kurinda eardrum wakathi inakiza sauthi,kukusanya na kuzingatira sauthi kumbola angani,D,high_school_psychology
63,Eleza muundo wa coronavirus.,"Miiya ya glycoprotein yenye umbo ra kilabu nikudzimbozeza kukirira bilaya ya lipid
",Muundo wa icosahedral na bahasha,Icosahedral bomu pleomorphic virusi,Virusi vibomu zha umbo ra pipa,C,virology
189,"Ikikala malengo ga utafiti wa kisaikolojia uriohendwa kahiza maabara unaamuru khwamba uvoro fulani usizuliwe kumbola khwa mshiriki, idhini ya mshiriki.",labda idzauswa mradhi kibali kirichodhikhwa kindapatikana kumbola khwa mshirika wa familia ya hehi ya mshiriki,"si lazima, bur baadhi ya maelezo ga hali ya utafiti khwa mshiriki ni muhimu","ni muhimu, na maelezo ga vipengele muhimu vidimazho kuathiri nia ya kushiriki lazima vimbozwe",inahalirwa kukala muhimu thu ikikala kuna hathari indimikikanayo ya madhara ga kimhwiri au kisaikolojia,C,professional_psychology
103,"Haho Agosti 4, dhuka ragula sofa tsano zirizo na ankara ya $7,000, masharti ga 2/10, n/30. Ankara yarifwa Agosti 13. Dhuka rariha","$7,140 ","$7,000 ","$6,860 ","$6,300 ",C,marketing
34,Oscillator ya harmonic ya pande tahu ii khwenye usawa wa dzoho na hifadhi ya dzoho khwenye dzoho ra T. Wastani wa nguvu ya jumla ya oscillator ni,(1/2) k T,kT,(3/2) k T,3kT,D,college_physics
47,Neno ringine ra ugunduzi wa nze ya usambazi ni?,kugundua anomaly,kugundua khwa kilasi-mhwenga,uthabiti wa kutsolingana khwa mtihani wa treni,"kugundua khwa maandhari ga nyuma
",A,machine_learning
10,"Kufikira mhwaka wa 2018, ni asilimia nyingahi ya Ahindhi mananena khwamba kukala ni ngezeko ra idadi ya atu a rangi, makabila na mataifa mbali mbali kahiza ntsi yao kunaihendesha kukala hatu hadzo ha kuishi (kinyume na tofauti mbii zaidhi au khakuna)?",23%,38%,53%,68%,D,global_facts
61,Muhtasari uundwao ni kihendi cha kazi cha hashi khwa kawaidha nikuifwa,Namba ya kugundua mabadhiliko (MDC),Rekebisha muungano wa uthibitishi,Udhibiti wa uthibitishi wa ujumbe,Sifa ya uthibitishi wa ujumbe,A,computer_security
81,"Aina tahu za kinga zidzamanyiswa kahiza afya ya akili ya jamii. Majaribio ga hiri ga kuzulia
",kushughulikira matatizo kabla khagadzambolera,kuzulia kuuya kaheri khwa shida,kuhunguza ukali wa matatizo,kuzulia kusambaratika khwa jamii,C,professional_psychology
117,"Udzavoywa undhike karathasi ya kujibu utafiti wa Levay kuhusu tofauti za wongo kahi ya atu a jinsia tofauti na atu a jinsia mhwenga. Je, ni ukosoi hio unadimikika wa kazi ya Levay?",Saizi ya sampuli yakala thithe.,Makundi ga mashoga na mhwenga khwa mhwenga khagakalire sawa kahiza suala ra idadi ya vifo kumbolana na Ukimwi.,Asagaji mauswa khwenye utafiti.,gosi haho dzulu,D,human_sexuality
144,Majibu ya Kinase:,kuzulia kuvunzika khwa ATP.,kuhusisha kungeza au kuuswa khwa kikundi cha phosphate.,kuhusisha kungeza au kuuswa khwa kikundi cha ketone.,kuhusisha kungezwa au kuuswa khwa asidi ya amino khwenye mnyororo wa polipeptidi.,B,college_medicine
10,"Khwa noni mkira wa plasma (ion) wa comet daima nikuelekeza kure na Dzua?
",Shinikizo ra mionzi kumbola khwa mwanga wa Dzua husukuma ioni kure.,Uhifadhi wa kasi ya angular kahiza mkira nikuika daima kuelekeza kure na Dzua.,Ioni zinathua ngira za Keplerian zilongozazo kure na Dzua.,"Peho ya Dzua khwa ngira ya sumaku- ""nikuvuma"" ioni mhwenga khwa mhwenga kure na Dzua.",D,astronomy
1474,"Dzidzi ratunga lagizo ra kupiga marufuku kupiga lonzo na kuimba maira kumbola 1:00P. M. hadhi 1:00A.M. na atu airi au zaidhi ikikala lonzo here vizho lunasikika nze ya majengo ambaho uimbi unahendeka. Lagizo riro rinausa waziwazi lonzo au uimbaji wa maira ga kidini. Baada ya lagizo riro kutunghwa na kuanza kuhumika, anafunzi kadhaa a chuo makala makitsembera barabarani khwenda khwenye sherehe za ushindi kuthuirizira mzazigo m'bomu wa soka wa chuo kikulu. Maanza kuimba khwa sauthi ya dzulu makiamba, ""Siswi ni namba 1.. siswi ni namba 1."" Mmhwenga wa akazi mariokala makiishi mtaani haho mashikithishwa sana ni lonzo lulo na kumboza taarifa polisi ambao mara mhwenga maifwa polisi. khwenye eneo. Anafunzi mariodzihusiha na uimbi uo maghwirwa na kushthakiwa khwa kukiuka lagizo riro. Anafunzi ambao mavugulirwa mashthaka saa ii manafikisha kesi kupinga uhalali wa sheria ya dzidzi. Ni hiyo kahi ya zithurizazo idimayo kuunda hoja yao Dhaifu dhidi ya kukamilisha khwa sheria ya dzidzi?
","Amri iyo inaahoka atu uhuru wao wa kudzieleza, kinyume na Marekebisho ga Khwanza na ga Kumi na Ne.",Amri iyo inaahoka atu uhuru wao bila kuthua utharathibu wa sheria khwa sababu lagizo riro kharihusiana na maslahi gogosi halali ga jumuiya.,Lugha ya kisheria ya lagizo riro khaieleweka na ni pana khwa viryahu inajaribu kujumulisha aina zosi za uimbi.,Amri iyo inaahoka atu urinzi sawa wa sheria khwa kutofautisha bila kibali kahi ya uimbi ulongozwao ni dini na aina zosi za uimbi.,B,professional_law
10,Sababu mhwenga ambayo atu azima abomu mananyesa viwango zha dzulu zha matumaini ni,Atu anji enye kukosa thamaa nikufa makikala na umri mthithe,Khamamanya kiendhereracho,Ii inadima kukala ishara ya onyo khwa shidha ya akili,Hatua zehu zina uhalali mthithe,A,human_aging
270,Mill anadai kukala maisha ga furaha ni mhwengayaho ya:,kuhurira.,msisimko.,zosi a na b.,si a wala b.,C,philosophy
360,Uwezo wa muda mure unaaminika kukala na jukumu muhimu kahiza hiro kahi ya gathuago?,uzoefu wa kihisia na kudzieleza,"nzala na kihu
",thabia ya ngono,kudzifundisha  na kumbukumbu,D,professional_psychology
11,"Swali riri rinauyira uvoro uthuirizawo.
Shoma kanuni zithurizazo za serikali.
Sheria ya Viya zha Uvoro
Kwa sababu amri ii indaendherera kuhumika khakuna uchapishi wowosi uonekanao kahiza mfumo wa mbozero ra kila siku, au here mfululizo usozidhi karathasi ishirini za maandhishi, kindichochapishwa kahiza hali yoyosi ya muungano bila ujuzi na idhini ya kapindi ya Muungano. maafisa a serikali. Maandhishi ambago si ga mhwengagaho ga tabaka zirizohadwa haho dzulu gandashughulikirwa kulingana na sheria zihumikazo saa ii, au zidimazo kukizishwa, kahiza majimbo mahususi ga muungano. . . . Kila ntsi ya muungano iwajibikazho, si thu khwa ntsi ambayo kosa ridzahendwa mhwenga khwa mhwenga, bali khwa Shirikisho zima, khwa kila chapisho ridzambozezaho tsini ya uimiriwe ambaho heshima au usalama wa ntsi nyingine unakiukwa au katiba au uthawala wao. kushambuliwa. . . .
- Maazimio ga Carlsbad garigokizishwa ni Majimbo ga Kijerumani, 1819
Maazimio ga Carlsbad gakala mpango mungine wa Metternich, here viryahu Tamasha ra Ulaya, ambaro ralenga kukamilisha hiro kahi ya gathuago?",Kuanzisha udhibiti wa mataifa ga Ulaya khwa demokrasia kahiza utamaduni wa Mwangaza.,Kukandamiza sauthi zosi serikalini isihokala yakhwe na kudhibiti nyanja zosi za maisha ga raiawe.,Zulia mapinduzi gosi ya undaifa kahiza bara zima.,Zulia usemi wowosi isihokala uryahu wa afalme na makanisa magakubaligo.,C,high_school_european_history
468,Utafiti unahenzeza khwamba atu ambao mara khwa mara nikulola vipindi zha televisheni vinyesazho vihendo zha ukatili:,nikukala na kukadiria kukira kiasi cha nafasi ambayo mandadima kukala ahasiriwa a vurugu.,nikukala na kudharau nafasi ambayo manadima kukala ahasiriwa wa vurugu.,nikukala manakadiria kukira kiasi nafasi khwamba mandakala ahusika a vurugu.,khamana tofauti na aryahu ambao khamaona manyesho ga vurugu wakathi wa kukadiria nafasi yakukala ahasiriwa au ahusika a vurugu.,A,professional_psychology
20,Je! kurika khwa colles ni noni?,Kurika khwa mkono.,Kurika khwa kiwiko.,Kurika khwa chala.,Kurika khwa radius na ulna khwenye kifundo cha mkono.,D,clinical_knowledge
871,"Kahiza juhudi za kuboresha huduma za afya khwa akongo a saratani, bunge ra jimbo mhwenga ridzakizisha sheria ya kumboza fedha za umma kusaidhia hosipitali zimilikiwazo ni atu binafsi. Kulingana na sheria, kila hosipitali kahiza jimbo riro ingehokera $5,000 kila mhwaka khwa kila mkongo wa saratani ambaye walazwa kahiza hosipitali iyo, na ambaye mudawe wa kulazwa wazidhi wiki mhwenga. Hatha kala mswada uu haho kapindi wapingwa ni makanisa kadhaa na mashirika mangine, bunge ra jimbo randhika lusha mswada uo kahiza juhudi za maelewano ili kuuja upinzani. Kahiza rasimuye ya mwisho, mswada uo wamboza khwamba ruzuku ya kila mhwaka ya $5,000 ""khaindarifwa khwa hosipitali yoyosi imbozayo mimba. ""Je, ni hoja hiyo kahi ya zithurizazo yenye nguvu zaidhi kuunga mkono uhalali wa katiba ya sheria ya serikali?",Marekebisho ga Kumi gana hifadhi khwa mamlaka ya jumla ya majimbo dzulu ya ugazhi wa fedha zao za umma.,"Ruzuku ya umma kahiza hosipitali ni mapendheleo badala ya haki na, khwa vizho, khaistahili kurindwa ni kifungu cha mchakato utazamiwao wa Marekebisho ga Kumi na Ne.",Ukomo wa ufadhili kahiza sheria ii khaukahaza mhwenga khwa mhwenga au kuadhibu utekelezi wa haki ya kimsingi na unahusiana kimantiki na kuafikiwa khwa maslahi halali ga serikali.,"Sheria iyo inakuza wasi wasi wa serikali kahiza kuedhereza afya, usalama na ustawi wa raiawe.",C,professional_law
601,Ni hiyo ambayo SOYO ya upinzani wa nadharia ya Piaget ya maendherero ya utambuzi?,Piaget anadima kukala wadharau uwezo wa ahoho athithe na uwezo wa kiakili wa vijana mabaleheo.,Piaget masisitiza sana jukumu ra utamaduni na mwingirirano wa kijamii kahiza ukuli wa umanyi wa ahoho,Ukuli wa umanyi ni wa tharatibu zaidhi na unaedherera badala ya ghafla na here hatua here arizhofikiria Piaget,Ahoho mana uwezo fulani wa umanyi kahiza umri fulani ambao Piaget khawonere khwa sababu wabuni majaribio ambago gakala makomu sana.,B,professional_psychology
114,PreP inafaha zaidhi khwa kundi hiro:,Anaalume mahendao ngono mara khwa mara bila kinga,Anaalume mahendao ngono zisizo salama mara khwa mara,Anaache mahendao ngono mara khwa mara bila kinga,Anaache mario na ngono isiyo salama mara khwa mara,A,virology
75,"Sarafu ya haki inapaswa kurushwa mara 100, na kila irushwaho nikusababisha kitswa au mkira. Ikikala H ni jumla ya idadi ya vichwa na T ni jumla ya idadi ya mikira, ni tukio hiro kahi ya gathuago rina uwezekano m'bomu zaidhi?",H = 50,T >= 60,51 <= H <= 55,H >= 48 and T >= 48,D,college_mathematics
49,Mulungu wa kiche wa Misri ariyeabudiwa sana Hathor wanyeswa here hiye kahi ya aa?,Serpent,Tai,"Duma
",Ng'ombe,D,world_religions
1117,"Familia mhwenga yakala ikisafiri kuvuka ntsi kahiza safari ya kupiga kambi irihoamua kungira kahiza Mbuga ya Kitaifa ya Yellowstone. Wakathi wa kukelesi kwao Yellowstone, familia yapiga kambi kahiza eneo ra faragha ra viwanja zha kambi virizhozungukhwa ni mihi mire ya misonobari. Alama nyinji zakala zidzaikwa kahiza maeneo gosi ga kambi zikiaonya akaazi a kambi dzulu ya hali ya ukame sana iriyoho kahiza eneo ra tsaka kumbolana na ukame wa majira ga kiangazi. Madzacha ga kukelesi kwao, familia yagita chakurya cha madzacha dzulu ya moho wa kambi. Baada ya chakurya kicho, familia iyo yaanza kungiza gia ndani ya gari baba arihomlagiza mhwanawe mhwenye umri wa miaka 12 azinye moho uo. Mhwana wazola ndoo mbiri za madzi kumbola khwenye kidimbwi kirichokala hehi na kuyatsuha madzi gago dzulu ya moho wa kambi. Akiamini khwamba wakala adzazinya moho uo, mhwana iye wadziunga na familiaye khwenye gari riro, nao makauka na kuuka. Bila kumanya mhwana na familiaye, moho wa kambi wakala bado ukiaka wakathi manauka. Muda mfuti baadaye, peho kali yavumisha miale ya moho hadhi khwenye brashi iriyokala hehi. Khwa sababu ya hali kavu sana, brashi yaaka haraka, na kuanza moho mkali wa tsaka. Shikari a tsakani mahuma timu ya kuzinya moho, ambayo ni hamhwenga na helikopta mbiri zirizo na vifaa zha kuzinya moho. Wakathi helikopta zizi zirihokala zikipambana na moho kumbola dzulu, mosi wazingira mhwengayaho ya helikopta wakala mkali sana hatha rubani wangamiza kuona kamare. Wakathi uo uo, mwhiriki wa ndege thithe ya kibinafsi waona moho uo na akithima khwenye mosi bila kumanya. Kahiza jezo ra rubani kuuka khwenye moshi uo m'bomu, helikoptaye yagongana na ndege ya opareta iriyokala ikiruka tsini na kusababisha ndege zizo kughwa. Rubani na opereta mafa kahiza mlipuko iriyombolera. Kahiza kihendo cha kifo kisicho karakara kirichorefwa ni mali ya rubani dhidi ya mhwana na baba, hukumu inapaswa kukala ya
","mali ya rubani, khwa sababu mhwana wazembea khwa kushindwa kuuzinya moho wa kambi ihenzekanazho.","mali ya rubani, khwa sababu baba anawajibika khwa mwenendo mui wa mhohowe.","baba na mhwana, khwa sababu uhindiwa kazi wa opereta wa ndegeye bila kumanya ungezingatiwa here sababu kulu ya kukomesha dhima ya mshthakiwa.","baba na mhwana, khwa sababu mhwana wakala na umri wa miaka 12 thu na, khwa iyo, khadima kuhalirwa kukala wahenda khwa uzembe.",C,professional_law
133,"Sampuli tahu za mililita 25.00 za takriban 0.10 M phenol, C6H5OH Ka = 1.0 × 10^-10 zambozwa kumbola khwa kiya na kuikwa khwenye mililita 250 za mililita tofauti. Sampuli zangizwa alama na hidroksidi ya kawaidha ya potasiamu, suluhisho ra KOH. Thune ya krisoli yakala kiashirio cha msingi cha asidi kirichohumika kahiza ukadiri. Sampuli zahenzekana mililita 31.75, 32.38 na 41.75 kufikira mwisho. Ni hiyo kahi ya zithurizazo inadima kuelezera khwa noni mhwenga ya sampuli yahenza msingi zaidhi kufikira mwisho?",Kiashiria changezwa kuchelewa sana.,Kiashiria kii chahumirwa.,Khwakala na msingi uchafuao kopo riro richafu.,Khwakala na tindikali iriyokala inachafua kopo riro chafu.,D,high_school_chemistry
60,"Je, asteroidi nikuahenda kudzimbozeza kahiza uchunguzi wa angani kuzitafuta?",Asteroids nikumboza mionzi ya mapigo,"Asteroids nikumboza mionzi minji yao enye
",Huakisi mwanga wa manya kiasi cha kuahenda  kung'ala kuriko nyota nyinji za usuli,Asteroidi zina mwendo m'bomu kuhusiana na nyota za usuli,D,astronomy
50,ALU na sehemu ya udhibiti wa CPU nikuajiri eneo hiro maalum ra kuhifadhi?,Vibafa,Decoders,Vilimbikizo,Rejesta,C,electrical_engineering
44,"Swali riri rinauyira uvoro uthuirizawo.
Saa ii, fudzapanga jumuiya, na funaiiha ""Shiriki Jumuiya Yehu ya Uthajiri,"" jamii yenye kauli mbiu """"Kila Mtu Mfalme.""…
Funahenzeza kuhunguza uthajiri wa atu abomu ntsini. Kuna wastani wa $15,000 kahiza uthajiri khwa kila familia kahiza Amerika. Iyo ni haha rero.
Khafuhenzeza kuigazha khwa usawa. Hatupendekezi mgazho wa mali, lakini funahenzeza kuhunguza umaskini ambao funaruhusu nikungizwa khwa familia ya mhwanamulume yoyosi. Hafundaamba fundajaribu kuhakikisha usawa wowosi ... lakini funanena khwamba thuluthi mhwenga ya wastani ni ya tsini ya kuthosha khwa familia yoyosi kughwirira, khwamba kunahenzekana kukala na dhamana ya uthajiri wa familia wa hehi na $ 5,000; kuthosha khwa ajili ya nyumba, gari, redio, na mahumizi ga kawaidha, na fursa ya kuelimisha ahoho ao.…
Fundalazimika kuhunguza bahathi. Mpango wehu wa saa ii ni khwamba khafundamruhusu mtu yoyosi kumiliki zaidhi ya $50,000,000. Funafikiri khwamba khwa kikomo kicho fundadima kukamilisha usawa wa programu.
—Seneta Huey P. Long wa Louisiana, Anwani ya Redio, Februari 23, 1934
Seneta Long wahirika  mashine ya kisiasa ambayo yamhenda kukala dikteta wa jeri wa Louisiana. Here bosi wa kisiasa, anadima kulinganishwa tototo na hani?
",George Washington,Theodore Roosevelt,William M. Tweed,Barack Obama,C,high_school_us_history
43,Moro 1| Algorithm ya ID3 idzahakikishwa kupata mhi wa uamuzi bora. Moro 2| Zingatira usambazi uendhererao wa wadimi na density f() ambao ni nonzero kila hatu. Wadimi wa thamani x ni sawa na f(x).,"Jeri, Jeri","Ulongo, Ulongo","Jeri, Ulongo","Ulongo, Jeri",B,machine_learning
200,"Swali riri rinauyira uvoro uthuirizawo.
Ukale u Marekani,
ukale ndiye mvamizi wa siku za usoni
za asili ya Amerika ambayo ina damu ya Kihindi,
ambayo ingali inasali khwa Yesu Kristo na ingali inasumurira Kihispania.
. . .
ukale u Alexander-Nebuchadnezzar.
Unafikiri maisha ni moho,
khwamba maendherero ni mlipuko,
khwamba hohosi risasi
unapiga siku zidzazo.
Sozho.
. . .
Lakini Amerika yehu, ambayo idzakala na ashairi
hangu nyakathi za kapindi za Nezzahualcoyotl,
. . .
ambao mashauriana na nyenyezi, ambao manamanya Atlantis
ambaye dzinare ridzo rinafudzira kumbola khwa Plato,
khwamba hangu nyakati za kure za maishage
adzaishi khwenye mwanga, moho, dzulu ya manukato, dzulu ya uhenzo,
Amerika ya Montezuma bomu, ya Inca,
Amerika yenye harufu mbidzo ya Christopher Columbus,
Amerika ya Kikatholiki, Amerika ya Uhispania,
Amerika ambayo mtukufu Cuauhté waamba:
""""Si khwenye kitanda cha waridi"""", Amerika iyo
athethemekaye khwa vimbunga na kuishi khwa uhenzo,
anaishi, nwi atu a matso ga Saxon na roho ya kishenzi.
Na inaloha. Na inahenza, na inathethemeka, na ni mhoho wa kiche wa dzua.
Kukala makini. Viva Spanish America!
Kuna ahoho elfu mhwenga mariorichirwa kumbola khwa simba wa Uhispania.
Roosevelt, mtu angelazimika kukala, kukirira khwa Mulungu mwenye,
mpiga bundhuki mwoga na muinza hodari,
kuimirira kufunyakua kahiza khombeyo ya chuma.
Na, hatha kala unategemea kila kitu, unakosa kitu kimhwenga: Mulungu!
-Idzahalwa kumbola """"To Roosevelt"""" na Ruben Dario, 1904
Mshairi wakala na madhumuni higo kahiza kujadili """" Amerika yehu, ambayo idzakala na ashairi hangu kapindi, . . . khwamba shauri nyenyezi""""?""
",Amerika ya Kusini idzafaulu kahiza ushairi.,Amerika ya Kusini yakala idzamboza mtsango m'bomu wa kisayansi.,Amerika ya Kusini yakala na unabii kuhusu matukio gaga.,Amerika ya Kusini idzakala na utamaduni thajiri khwa karne nyinji.,D,high_school_world_history
728,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Natandaza mbolea khwenye bustani ya mboga ya jirani. Tukio ra 2 | Napata mabaki khwa sababu sidimire kumarigiza chakurya changu cha dziloni.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",D,moral_scenarios
88,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Nagula bakuli sokoni. Tukio ra 2 | Nakahala kulazha mikono khwa sababu sikumala virusi viniambukize.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",D,moral_scenarios
